user_id,age,number_dependents,last_month_salary_median,total_loans,default_flag,more_90_days_overdue,using_lines_not_secured_personal_assets,debt_ratio,risk_age,risk_dependents,risk_salary,risk_loans,risk_overdue,risk_lines_not_secured,risk_debt_ratio,risk_score,segmentation,segmentation_num
1719,45,0,5416,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
1029,50,0,5416,1,0,0,"1,010941332",160,1,0,1,1,0,2,2,7,maior risco,1
1336,60,0,2500,1,0,1,"0,9999999",0,0,0,1,1,2,2,0,6,menor risco,0
14921,63,0,2000,1,0,0,"0,004165972",0,0,0,1,1,0,0,0,2,menor risco,0
32912,69,0,5416,1,0,1,"0,9999999",0,0,0,1,1,2,2,0,6,menor risco,0
5041,71,0,2000,1,0,0,"0,9999999","0,115442279",0,0,1,1,0,2,2,6,menor risco,0
14640,72,0,3000,1,0,0,"0,026742942","0,005664778",0,0,1,1,0,0,2,4,menor risco,0
26021,80,0,1600,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
19873,81,0,5416,1,0,0,"0,9999999",533,0,0,1,1,0,2,2,6,menor risco,0
16971,81,0,5416,1,0,0,"0,008374477",4,0,0,1,1,0,0,2,4,menor risco,0
16916,83,0,5200,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
3904,22,0,1,1,0,0,"0,129740519","0,5",1,0,1,1,0,0,2,5,menor risco,0
6329,23,0,1641,1,0,0,"0,102779444","0,009135201",1,0,1,1,0,0,2,5,menor risco,0
34378,23,0,929,1,0,0,0,"0,047311828",1,0,1,1,0,0,2,5,menor risco,0
879,23,0,0,1,0,0,"0,9999999",249,1,0,1,1,0,2,2,7,maior risco,1
12694,24,0,898,1,0,0,"0,363636364","0,011123471",1,0,1,1,0,0,2,5,menor risco,0
23685,27,0,3800,1,0,0,"0,317365269","0,001052355",1,0,1,1,0,0,2,5,menor risco,0
4275,29,0,1400,1,0,0,"0,826347305","0,00856531",1,0,1,1,0,2,2,7,maior risco,1
18181,29,0,1342,1,0,1,"0,9999999","0,101265823",1,0,1,1,2,2,2,9,maior risco,1
7748,30,0,1200,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
29948,35,0,0,1,0,0,"0,9999999",35,1,0,1,1,0,2,2,7,maior risco,1
23038,42,0,3825,1,0,0,"0,9999999","0,078149503",1,0,1,1,0,2,2,7,maior risco,1
29258,51,0,5416,1,0,0,"0,996007984",14,1,0,1,1,0,2,2,7,maior risco,1
13951,52,0,5416,1,0,0,"0,9999999",1918,1,0,1,1,0,2,2,7,maior risco,1
17471,53,0,5416,1,0,0,"0,9999999",1,0,0,1,1,0,2,2,6,menor risco,0
24063,59,0,5000,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
25767,59,0,7583,1,0,0,"0,9999999","0,079509494",0,0,0,1,0,2,2,5,menor risco,0
1935,59,0,5416,1,0,0,"0,07979601",47,0,0,1,1,0,0,2,4,menor risco,0
17266,61,0,5416,1,0,0,"1,04494382",25,0,0,1,1,0,2,2,6,menor risco,0
27234,70,0,3100,1,0,0,"0,9999999","0,122541116",0,0,1,1,0,2,2,6,menor risco,0
10769,74,0,5416,1,0,0,"0,007760808",4,0,0,1,1,0,0,2,4,menor risco,0
7137,75,0,5416,1,0,0,"0,9999999",516,0,0,1,1,0,2,2,6,menor risco,0
27781,77,0,2000,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
17869,80,0,9667,1,0,0,0,0,0,0,0,1,0,0,0,1,menor risco,0
25753,84,0,2500,1,0,0,"0,07043172","0,019192323",0,0,1,1,0,0,2,4,menor risco,0
19143,22,0,820,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
30240,22,0,929,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
27519,23,0,820,1,0,0,"0,9999999","0,001218027",1,0,1,1,0,2,2,7,maior risco,1
24255,23,0,1000,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
8662,24,0,3438,1,0,0,"0,9999999","0,100029078",1,0,1,1,0,2,2,7,maior risco,1
34090,29,0,2300,1,0,0,"0,9999999","0,058670143",1,0,1,1,0,2,2,7,maior risco,1
722,29,0,0,1,1,3,"1,465534466",136,1,0,1,1,2,2,2,9,maior risco,1
22724,29,0,1300,1,0,0,"0,9999999","0,064565719",1,0,1,1,0,2,2,7,maior risco,1
3435,30,0,5416,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
15836,35,0,2500,1,0,0,"0,9999999","0,054778089",1,0,1,1,0,2,2,7,maior risco,1
23988,37,0,5416,1,0,0,"0,73414558",70,1,0,1,1,0,2,2,7,maior risco,1
1357,39,0,1200,1,0,0,"0,848319709","0,023313905",1,0,1,1,0,2,2,7,maior risco,1
12314,42,0,0,1,0,0,"0,079267923",94,1,0,1,1,0,0,2,5,menor risco,0
22773,42,0,5416,1,0,1,"0,9999999",536,1,0,1,1,2,2,2,9,maior risco,1
17094,51,0,5416,1,0,0,"0,016432786",14,1,0,1,1,0,0,2,5,menor risco,0
23214,53,0,5416,1,0,0,0,68,0,0,1,1,0,0,2,4,menor risco,0
24841,54,0,5416,1,0,0,"0,9999999",1942,0,0,1,1,0,2,2,6,menor risco,0
25176,58,0,5416,1,0,2,"0,9999999",444,0,0,1,1,2,2,2,8,maior risco,1
3479,62,0,10000,1,0,0,"0,018466051","0,00159984",0,0,0,1,0,0,2,3,menor risco,0
24364,65,0,5416,1,0,1,"0,9999999",597,0,0,1,1,2,2,2,8,maior risco,1
28857,67,0,2433,1,0,3,"3,384341637","0,91125719",0,0,1,1,2,2,2,8,maior risco,1
18258,69,0,3000,1,0,0,"0,9999999","0,165611463",0,0,1,1,0,2,2,6,menor risco,0
5452,76,0,2257,1,0,0,"0,9999999","0,147032772",0,0,1,1,0,2,2,6,menor risco,0
1832,84,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
32806,23,0,864,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
8470,25,0,5416,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
34847,25,0,5416,1,0,0,"0,9999999",122,1,0,1,1,0,2,2,7,maior risco,1
25585,29,0,2700,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
4569,33,0,5416,1,0,1,"4,074626866",24,1,0,1,1,2,2,2,9,maior risco,1
12668,38,0,5416,1,0,0,"0,111795528",83,1,0,1,1,0,0,2,5,menor risco,0
8950,43,0,5416,1,0,0,"0,9999999",167,1,0,1,1,0,2,2,7,maior risco,1
12227,45,0,3060,1,0,0,"0,9999999","0,432211696",1,0,1,1,0,2,2,7,maior risco,1
11302,50,0,5416,1,0,0,"0,9999999",1109,1,0,1,1,0,2,2,7,maior risco,1
21916,52,0,2000,1,0,0,"1,001998002","0,014992504",1,0,1,1,0,2,2,7,maior risco,1
21191,53,0,5416,1,0,0,"0,067193281",20,0,0,1,1,0,0,2,4,menor risco,0
22822,58,0,8176,1,0,2,"0,9999999","0,011617953",0,0,0,1,2,2,2,7,maior risco,1
5897,64,0,5416,1,0,0,"0,9999999",42,0,0,1,1,0,2,2,6,menor risco,0
34256,73,0,1950,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
27567,82,0,1871,1,0,0,0,"0,069444444",0,0,1,1,0,0,2,4,menor risco,0
26945,82,0,5416,1,0,0,"0,046947653",28,0,0,1,1,0,0,2,4,menor risco,0
7825,22,0,820,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
24994,27,0,5416,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
12899,27,0,5416,1,0,1,"0,9999999",358,1,0,1,1,2,2,2,9,maior risco,1
19215,28,0,3258,1,0,0,"0,9999999","0,183798711",1,0,1,1,0,2,2,7,maior risco,1
31661,39,0,3600,1,0,1,"0,9999999","0,24326576",1,0,1,1,2,2,2,9,maior risco,1
27966,56,0,7550,1,0,0,"0,062129191","0,003575685",0,0,0,1,0,0,2,3,menor risco,0
21709,61,0,5416,1,0,0,"0,9999999",5,0,0,1,1,0,2,2,6,menor risco,0
22623,21,0,2420,1,0,0,"0,898203593","0,005369682",1,0,1,1,0,2,2,7,maior risco,1
1714,24,0,0,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
24960,26,0,5416,1,0,0,"0,029303074",20,1,0,1,1,0,0,2,5,menor risco,0
11695,26,0,5416,1,0,0,"0,9999999",170,1,0,1,1,0,2,2,7,maior risco,1
33082,26,0,5416,1,0,0,"0,9999999",251,1,0,1,1,0,2,2,7,maior risco,1
5805,26,0,1000,1,0,0,"0,875511131","0,056943057",1,0,1,1,0,2,2,7,maior risco,1
10851,28,0,2451,1,0,0,0,"0,008972268",1,0,1,1,0,0,2,5,menor risco,0
9073,28,0,5416,1,0,0,"0,070692931",21,1,0,1,1,0,0,2,5,menor risco,0
32787,29,0,1400,1,0,0,"0,9999999","0,251962884",1,0,1,1,0,2,2,7,maior risco,1
5862,30,0,2100,1,0,1,"0,9999999","0,023798191",1,0,1,1,2,2,2,9,maior risco,1
6407,31,0,5416,1,0,0,"1,335548173",21,1,0,1,1,0,2,2,7,maior risco,1
18474,32,0,3100,1,0,0,"0,9999999","0,012254112",1,0,1,1,0,2,2,7,maior risco,1
22073,34,0,5416,1,0,1,"1,22923588",11,1,0,1,1,2,2,2,9,maior risco,1
26564,48,0,6250,1,0,1,"0,331670823","0,019836826",1,0,0,1,2,0,2,6,menor risco,0
27756,49,0,5416,1,0,0,"0,045838166",34,1,0,1,1,0,0,2,5,menor risco,0
14160,50,0,1500,1,0,0,"0,985432734","0,068620919",1,0,1,1,0,2,2,7,maior risco,1
2645,51,0,3750,1,0,0,"0,9999999","0,113036524",1,0,1,1,0,2,2,7,maior risco,1
5771,53,0,4800,1,0,0,"0,9999999","0,711518434",0,0,1,1,0,2,2,6,menor risco,0
27195,57,0,4474,1,0,0,"0,9999999","0,063240223",0,0,1,1,0,2,2,6,menor risco,0
1077,62,0,6000,1,0,1,"0,776843541","0,115647392",0,0,0,1,2,2,2,7,maior risco,1
19220,64,0,5416,1,0,0,"0,9999999",395,0,0,1,1,0,2,2,6,menor risco,0
25011,66,0,4167,1,0,0,0,"0,005038388",0,0,1,1,0,0,2,4,menor risco,0
35763,71,0,10500,1,0,0,0,0,0,0,0,1,0,0,0,1,menor risco,0
249,75,0,5416,1,0,0,"0,214589891",657,0,0,1,1,0,0,2,4,menor risco,0
27733,21,0,1000,1,0,0,"0,36963037","0,010989011",1,0,1,1,0,0,2,5,menor risco,0
34458,22,0,300,1,0,0,"0,08991009","0,006644518",1,0,1,1,0,0,2,5,menor risco,0
34674,22,0,1000,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
20399,24,0,3000,1,0,0,"0,102897103","0,000999667",1,0,1,1,0,0,2,5,menor risco,0
1943,27,0,1500,1,0,1,0,"0,294470353",1,0,1,1,2,0,2,7,maior risco,1
25276,33,0,1200,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
30914,40,0,4666,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
23100,40,0,3500,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
3208,46,0,5416,1,0,0,0,113,1,0,1,1,0,0,2,5,menor risco,0
20943,49,0,4600,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
33514,65,0,3734,1,0,1,"0,9999999","0,010174029",0,0,1,1,2,2,2,8,maior risco,1
20779,22,0,0,1,0,0,"0,0499002",0,1,0,1,1,0,0,0,3,menor risco,0
35368,23,0,0,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
12573,24,0,1000,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
21895,25,0,3750,1,0,0,"0,9999999","0,090109304",1,0,1,1,0,2,2,7,maior risco,1
24719,27,0,1,1,0,0,"0,415528157","19,5",1,0,1,1,0,0,2,5,menor risco,0
23486,30,0,2500,1,0,0,"0,9999999","0,171531387",1,0,1,1,0,2,2,7,maior risco,1
11957,31,0,5416,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
19291,33,0,5416,1,0,0,"0,013972056",6,1,0,1,1,0,0,2,5,menor risco,0
13246,35,0,1250,1,0,0,"0,603274795","0,231015188",1,0,1,1,0,2,2,7,maior risco,1
4293,37,0,2728,1,0,0,"0,9999999","0,181385123",1,0,1,1,0,2,2,7,maior risco,1
17487,40,0,5416,1,0,0,"0,9999999",516,1,0,1,1,0,2,2,7,maior risco,1
17350,41,0,1472,1,0,0,"0,953410982","0,011541073",1,0,1,1,0,2,2,7,maior risco,1
3089,44,0,5416,1,0,0,"0,501424501",50,1,0,1,1,0,0,2,5,menor risco,0
35781,54,0,8082,1,0,0,"0,149323378","0,014474824",0,0,0,1,0,0,2,3,menor risco,0
17517,55,0,3245,1,0,0,"0,9999999","0,037892791",0,0,1,1,0,2,2,6,menor risco,0
20515,56,0,4655,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
30827,65,0,5655,1,0,0,"0,176645584","0,037305516",0,0,0,1,0,0,2,3,menor risco,0
27809,66,0,5416,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
24660,90,0,6984,1,0,0,"0,219744857","0,008160344",0,0,0,1,0,0,2,3,menor risco,0
6123,24,0,820,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
2142,24,0,1157,1,0,0,"0,9999999","0,254749568",1,0,1,1,0,2,2,7,maior risco,1
3012,25,0,3000,1,0,0,"0,403193613","0,001999334",1,0,1,1,0,0,2,5,menor risco,0
2148,29,0,3247,1,0,1,"0,754057428","0,005541872",1,0,1,1,2,2,2,9,maior risco,1
1386,30,0,2131,1,0,0,"0,9999999","0,157129456",1,0,1,1,0,2,2,7,maior risco,1
11197,31,0,4000,1,0,0,"0,076461569","0,008497876",1,0,1,1,0,0,2,5,menor risco,0
19845,35,0,2400,1,0,2,"0,9999999","0,042898792",1,0,1,1,2,2,2,9,maior risco,1
2988,40,0,2533,1,0,0,"0,660647194","0,082083662",1,0,1,1,0,2,2,7,maior risco,1
27971,47,0,6600,1,0,0,"0,109634551","0,003181336",1,0,0,1,0,0,2,4,menor risco,0
34105,48,0,2175,1,0,0,"0,9999999","0,164522059",1,0,1,1,0,2,2,7,maior risco,1
15347,53,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
24503,54,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
26582,55,0,2333,1,0,0,"0,258674133","0,032990574",0,0,1,1,0,0,2,4,menor risco,0
35075,63,0,5416,1,0,2,"0,9999999",0,0,0,1,1,2,2,0,6,menor risco,0
1521,64,0,1554,1,0,1,"0,9999999","0,016720257",0,0,1,1,2,2,2,8,maior risco,1
344,66,0,5416,1,0,0,"0,051765249",48,0,0,1,1,0,0,2,4,menor risco,0
1390,72,0,3259,1,0,0,"0,752024798","0,069018405",0,0,1,1,0,2,2,6,menor risco,0
34956,79,0,5416,1,0,0,"0,07315893",68,0,0,1,1,0,0,2,4,menor risco,0
624,81,0,4400,1,0,0,"0,448255174","0,030447626",0,0,1,1,0,0,2,4,menor risco,0
25873,84,0,5416,1,0,0,"0,014590348",4,0,0,1,1,0,0,2,4,menor risco,0
18217,87,0,5416,1,0,0,"0,144988493",54,0,0,1,1,0,0,2,4,menor risco,0
23117,25,0,5416,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
2925,25,0,820,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
28438,28,0,2830,1,0,1,"0,9999999","0,118685977",1,0,1,1,2,2,2,9,maior risco,1
18946,31,0,3800,1,1,2,"0,9999999","0,086819258",1,0,1,1,2,2,2,9,maior risco,1
11559,33,0,2078,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
11033,35,0,5416,1,0,0,"0,9999999",249,1,0,1,1,0,2,2,7,maior risco,1
1945,35,0,5166,1,0,0,"0,9999999","0,02690149",1,0,1,1,0,2,2,7,maior risco,1
15542,41,0,2917,1,0,1,"0,834355828","0,00685401",1,0,1,1,2,2,2,9,maior risco,1
184,46,0,2000,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
343,50,0,3300,1,0,0,"0,9999999","0,000302939",1,0,1,1,0,2,2,7,maior risco,1
33074,54,0,2100,1,0,1,"0,9999999","0,076154212",0,0,1,1,2,2,2,8,maior risco,1
28184,64,0,5416,1,0,0,"0,9999999",394,0,0,1,1,0,2,2,6,menor risco,0
31455,68,0,5416,1,0,0,"0,006465193",1,0,0,1,1,0,0,2,4,menor risco,0
19722,69,0,5416,1,0,0,"0,9999999",526,0,0,1,1,0,2,2,6,menor risco,0
2838,75,0,5416,1,0,0,"0,000954502",0,0,0,1,1,0,0,0,2,menor risco,0
20783,80,0,5416,1,0,0,"0,017249569",25,0,0,1,1,0,0,2,4,menor risco,0
34469,81,0,2300,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
11706,84,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
4877,84,0,5416,1,0,0,"0,074785043",13,0,0,1,1,0,0,2,4,menor risco,0
29983,91,0,5416,1,0,0,"0,074992501",22,0,0,1,1,0,0,2,4,menor risco,0
23215,23,0,898,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
2253,26,0,3917,1,0,0,"0,213303708","0,011740684",1,0,1,1,0,0,2,5,menor risco,0
10635,27,0,5416,1,0,0,"0,055529918",10,1,0,1,1,0,0,2,5,menor risco,0
30803,27,0,2992,1,0,0,"0,874726648","0,031072503",1,0,1,1,0,2,2,7,maior risco,1
13934,28,0,3084,1,0,0,"0,633466135","0,006482982",1,0,1,1,0,2,2,7,maior risco,1
6206,31,0,3681,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
2053,39,0,4000,1,0,0,"0,9999999","0,159210197",1,0,1,1,0,2,2,7,maior risco,1
393,40,0,5416,1,0,0,"0,39290601",111,1,0,1,1,0,0,2,5,menor risco,0
10538,49,0,8333,1,0,2,"0,9999999","0,200023998",1,0,0,1,2,2,2,8,maior risco,1
24196,52,0,5416,1,0,0,"0,9999999",61,1,0,1,1,0,2,2,7,maior risco,1
32682,55,0,5416,1,1,6,"0,9999999",602,0,0,1,1,2,2,2,8,maior risco,1
28721,70,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
9237,77,0,2500,1,0,0,"0,02649735","0,00279888",0,0,1,1,0,0,2,4,menor risco,0
12917,83,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
17615,85,0,5416,1,0,0,"0,005849708",3,0,0,1,1,0,0,2,4,menor risco,0
20127,23,0,500,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
15966,24,0,3200,1,0,0,"0,9999999","0,135895033",1,0,1,1,0,2,2,7,maior risco,1
14355,26,0,4166,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
32239,26,0,2600,1,0,0,"0,136345462","0,003844675",1,0,1,1,0,0,2,5,menor risco,0
5048,27,0,567,1,0,1,"0,9999999","0,338028169",1,0,1,1,2,2,2,9,maior risco,1
21053,29,0,5416,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
17423,32,0,3166,1,0,0,"0,9999999","0,017050837",1,0,1,1,0,2,2,7,maior risco,1
15557,35,0,2666,1,0,0,"0,000166639",0,1,0,1,1,0,0,0,3,menor risco,0
2147,45,0,2800,1,0,1,"0,9999999","0,021420921",1,0,1,1,2,2,2,9,maior risco,1
30427,62,0,5416,1,0,0,"0,9999999",1465,0,0,1,1,0,2,2,6,menor risco,0
29819,64,0,3699,1,0,1,"0,9999999","0,200540541",0,0,1,1,2,2,2,8,maior risco,1
1037,71,0,5416,1,0,0,"0,02719864",16,0,0,1,1,0,0,2,4,menor risco,0
3860,72,0,1623,1,0,0,"0,141057263","0,038793103",0,0,1,1,0,0,2,4,menor risco,0
22071,73,0,1035,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
26579,74,0,5416,1,0,0,"0,01725665",18,0,0,1,1,0,0,2,4,menor risco,0
10003,77,0,5416,1,0,0,"0,041896083",19,0,0,1,1,0,0,2,4,menor risco,0
32664,82,0,1338,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
14225,92,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
26111,22,0,1400,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
24963,23,0,1100,1,0,0,"0,9999999","0,069936421",1,0,1,1,0,2,2,7,maior risco,1
12817,27,0,1800,1,0,0,"0,026996625","0,003331483",1,0,1,1,0,0,2,5,menor risco,0
34286,27,0,2416,1,0,0,"0,9999999","0,002482416",1,0,1,1,0,2,2,7,maior risco,1
7641,33,0,5416,1,1,2,"0,9999999",71,1,0,1,1,2,2,2,9,maior risco,1
16768,36,0,5416,1,0,0,"0,044477761",2,1,0,1,1,0,0,2,5,menor risco,0
25749,60,0,11300,1,0,0,"0,010888284","0,000442439",0,0,0,1,0,0,2,3,menor risco,0
27612,62,0,4166,1,0,0,"0,9999999","0,141588673",0,0,1,1,0,2,2,6,menor risco,0
34527,63,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
29586,64,0,3508,1,0,0,"0,045673858","0,015389",0,0,1,1,0,0,2,4,menor risco,0
10948,78,0,5416,1,0,0,"0,9999999",179,0,0,1,1,0,2,2,6,menor risco,0
34420,84,0,4749,1,0,0,"0,032665578","0,006105263",0,0,1,1,0,0,2,4,menor risco,0
24115,22,0,3600,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
26965,23,0,500,1,0,0,0,"0,037924152",1,0,1,1,0,0,2,5,menor risco,0
19133,23,0,2000,1,0,0,"0,9999999","0,004497751",1,0,1,1,0,2,2,7,maior risco,1
31183,23,0,1300,1,0,0,"0,15810995","0,007686395",1,0,1,1,0,0,2,5,menor risco,0
35241,24,0,5416,1,1,1,"0,9999999",286,1,0,1,1,2,2,2,9,maior risco,1
4002,27,0,1,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
4258,29,0,2600,1,0,0,"0,9999999","0,202229912",1,0,1,1,0,2,2,7,maior risco,1
31991,33,0,3062,1,0,0,"0,9999999","0,092066601",1,0,1,1,0,2,2,7,maior risco,1
33224,41,0,12958,1,0,0,"0,9999999",0,1,0,0,1,0,2,0,4,menor risco,0
764,54,0,5416,1,0,0,"0,357664234",126,0,0,1,1,0,0,2,4,menor risco,0
16209,61,0,1700,1,0,0,"1,047904192","0,008818342",0,0,1,1,0,2,2,6,menor risco,0
5155,66,0,2701,1,0,0,"1,714285714","0,246854182",0,0,1,1,0,2,2,6,menor risco,0
8648,68,0,5416,1,0,0,"0,029648518",18,0,0,1,1,0,0,2,4,menor risco,0
19004,75,0,3617,1,0,0,3825,"0,031509121",0,0,1,1,0,2,2,6,menor risco,0
35630,21,0,700,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
13372,21,0,2000,1,0,0,0,0,1,0,1,1,0,0,0,3,menor risco,0
21429,32,0,3158,1,0,0,"0,9999999","0,712567268",1,0,1,1,0,2,2,7,maior risco,1
3745,33,0,2500,1,0,0,"0,372627373","0,004398241",1,0,1,1,0,0,2,5,menor risco,0
13858,35,0,1354,1,0,2,"0,926147705","0,009594096",1,0,1,1,2,2,2,9,maior risco,1
3103,38,0,1552,1,0,0,"0,921215757","0,08886027",1,0,1,1,0,2,2,7,maior risco,1
21493,43,0,5416,1,0,0,"0,008359666",6,1,0,1,1,0,0,2,5,menor risco,0
20517,52,0,5416,1,0,0,"0,114993155",57,1,0,1,1,0,0,2,5,menor risco,0
21526,52,0,5416,1,0,0,"1,916943522",25,1,0,1,1,0,2,2,7,maior risco,1
17574,53,0,7333,1,0,0,"0,9999999","0,002045269",0,0,0,1,0,2,2,5,menor risco,0
31994,59,0,5416,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
12348,62,0,5416,1,0,0,"0,9999999",0,0,0,1,1,0,2,0,4,menor risco,0
30614,63,0,856,1,0,0,"0,9999999","0,274212369",0,0,1,1,0,2,2,6,menor risco,0
33898,71,0,5416,1,0,0,"0,064580638",16,0,0,1,1,0,0,2,4,menor risco,0
17948,78,0,5416,1,0,0,0,0,0,0,1,1,0,0,0,2,menor risco,0
32916,80,0,5416,1,0,0,"0,9999999",251,0,0,1,1,0,2,2,6,menor risco,0
12603,22,0,929,1,0,0,"0,015968064",0,1,0,1,1,0,0,0,3,menor risco,0
4197,22,0,5416,1,0,0,"0,074925075",2,1,0,1,1,0,0,2,5,menor risco,0
20894,23,0,3200,1,0,0,"0,9999999","0,146204311",1,0,1,1,0,2,2,7,maior risco,1
2262,23,0,1200,1,0,0,"0,9999999",0,1,0,1,1,0,2,0,5,menor risco,0
6735,23,0,1200,1,0,0,"0,9999999","0,229808493",1,0,1,1,0,2,2,7,maior risco,1
28170,28,0,5416,1,0,0,"0,405837665",30,1,0,1,1,0,0,2,5,menor risco,0
